customer_id,name,months_as_customer,age,country,street_addrees,city,state,state_code,insured_zip,email_address,phone_number,insured_sex,national_id,creditcard_number,creditcard_type,creditcard_exp,creditcard_cvv,insured_education_level,insured_hobbies,insured_relationship,insured_occupation,marital_status,customer_lifetime_value,no_of_policies,no_of_closed_complaints,no_of_communications,no_of_complaints,no_of_open_complaints
5F4WAXY,Matthew Musumeci,479,60,US,22555 Mission Blvd,Hayward,California,CA,477382,glutwycheas@archive.org,520-774-2490,FEMALE,437-82-5477,3.09E+15,JCB,22-Dec,8397,College,cross-fit,husband,other-service,Single,9336.336922,8,0,7,7,0
6KWQKPI,Allen Schaller,284,48,US,12262 Inwood Road,Dallas,Texas,TX,600275,glutwycheas@archive.org,952-267-0314,FEMALE,704-62-9772,4.11E+15,VISA,18-Aug,8208,JD,movies,other-relative,tech-support,Single,9336.336922,8,0,7,7,0
VMTQ97K,Esther Puckett,65,27,US,1763 W. Howard St.,Chicago,Illinois,IL,461958,glutwycheas@archive.org,269-953-8249,FEMALE,358-99-9463,6.01E+15,Discover,22-Aug,6486,College,exercise,wife,adm-clerical,Single,9336.336922,8,0,7,7,0
96HE2IB,Jacqueline Pickle,222,39,US,13 Alpine Dr,Batesville,Indiana,IN,472720,ptythertonix@phoca.cz,915-839-7410,MALE,348-02-6858,4.11E+15,VISA,20-Sep,6730,High School,hiking,own-child,armed-forces,Single,3339.764873,1,2,5,7,0
I8YUQYR,Angel Mauldin,196,41,US,201 3rd St.,San Francisco,California,CA,442395,ptythertonix@phoca.cz,203-813-8815,MALE,336-88-6111,3.70E+14,American Express,20-Dec,8075,JD,camping,other-relative,protective-serv,Single,3339.764873,1,2,5,7,0
SJFHD4R,Jerome Hall,253,43,US,2270 Kalakaua Avenue #1800,Honolulu,Hawaii,HI,455340,ggore6h@delicious.com,775-415-8400,FEMALE,706-53-6306,6.01E+15,Discover,20-Aug,9956,Associate,exercise,unmarried,tech-support,Married,2445.844833,1,0,9,9,0
HZ0UKJR,Angelina Downing,280,43,US,2 Massillon Marketplace Drive SW,Massillon,Ohio,OH,613247,ggore6h@delicious.com,434-553-8337,MALE,644-60-8224,4.11E+15,VISA,23-May,4952,JD,hiking,own-child,transport-moving,Married,2445.844833,1,0,9,9,0
XHL5MVR,Dee Levine,5,26,US,15449 New Hampshire Ave.,Silver Spring,Maryland,MD,454985,ggore6h@delicious.com,916-729-4542,FEMALE,219-23-3058,4.11E+15,VISA,21-Jun,9228,PhD,skydiving,not-in-family,farming-fishing,Married,2445.844833,1,0,9,9,0
QTPVFG2,Beulah Orton,220,42,US,1200 West Main St.,Peoria,Illinois,IL,468813,atynnan53@icio.us,801-392-2357,MALE,189-46-4613,4.11E+15,VISA,19-Aug,4428,College,hiking,other-relative,farming-fishing,Single,12022.38645,2,1,4,5,0
0SXWEGZ,Alfredo Kurkowski,85,30,US,130 E. Seneca Street,Ithaca,New York,NY,452747,qmorenokv@trellian.com,361-917-8620,FEMALE,608-38-9824,3.70E+14,American Express,18-Nov,7849,MD,video-games,own-child,craft-repair,Married,2941.828805,1,0,8,9,0
NTKI69A,Charles Forsythe,266,46,US,1201 Market Street,Philadelphia,Pennsylvania,PA,615611,qmorenokv@trellian.com,404-678-5484,FEMALE,671-56-9791,3.00E+13,Diners Club,20-Jul,8902,Associate,skydiving,own-child,tech-support,Married,2941.828805,1,0,8,9,0
T5MW973,Izetta Keyser,41,26,US,10945 State Bridge Rd,Alpharetta,Georgia,GA,451400,bmacginlayh3@sciencedirect.com,951-952-1733,FEMALE,166-93-7775,3.00E+13,Diners Club,18-Apr,6551,JD,exercise,own-child,prof-specialty,Married,2127.92357,1,0,7,2,1
1BA7EU8,Gerry Fender,316,45,US,10716 Firestone Blvd,Norwalk,California,CA,464874,bmacginlayh3@sciencedirect.com,570-421-2786,FEMALE,297-89-6867,3.09E+15,JCB,18-Aug,3940,High School,kayaking,husband,prof-specialty,Married,2127.92357,1,0,7,2,1
1Q28PHS,Kim Armstrong,285,47,US,1340 Fairview Boulevard,Delran,New Jersey,NJ,452496,lelegood1k@smugmug.com,803-408-5317,FEMALE,785-57-7429,6.01E+15,Discover,20-Mar,5615,Masters,basketball,other-relative,sales,Married,8255.76385,4,0,7,3,0
Y57EF9R,Charles Armbruster,379,54,US,14891 Preston Rd.,Dallas,Texas,TX,430714,lelegood1k@smugmug.com,305-911-4985,FEMALE,570-14-6348,3.09E+15,JCB,23-Aug,208,Associate,kayaking,not-in-family,machine-op-inspct,Married,8255.76385,4,0,7,3,0
0U7C5LY,Alex Holdren,15,34,US,1749 Main St,Longmont,Colorado,CO,472634,lelegood1k@smugmug.com,314-116-9306,FEMALE,485-89-9286,3.70E+14,American Express,22-Sep,8815,High School,video-games,other-relative,sales,Married,8255.76385,4,0,7,3,0
BBR1OB7,Glynis Dowell,354,48,US,16500 N.E. 74th,Redmond,Washington,WA,608371,scratesaw@guardian.co.uk,832-812-6994,FEMALE,439-08-4864,3.09E+15,JCB,18-Apr,4126,Masters,exercise,unmarried,sales,Single,6612.220871,9,0,7,1,2
MB9FCBI,Alison Littlewood,342,53,US,218 Como Avenue SE,Minneapolis,Minnesota,MN,468168,scratesaw@guardian.co.uk,214-984-6866,FEMALE,367-20-2498,3.70E+14,American Express,21-May,2062,College,dancing,not-in-family,prof-specialty,Single,6612.220871,9,0,7,1,2
I1TWZN2,Pearline Mueller,169,38,US,21001 N Tatum Blvd,Phoenix,Arizona,AZ,464107,scratesaw@guardian.co.uk,304-750-4710,MALE,269-67-8880,4.11E+15,VISA,20-Dec,5613,PhD,skydiving,own-child,craft-repair,Single,6612.220871,9,0,7,1,2
ZJLEX1K,Janie Graber,339,49,US,16850 Jog Rd,Delray Beach,Florida,FL,466959,idoughered@mtv.com,513-694-1411,MALE,591-08-5579,3.00E+13,Diners Club,18-May,8917,JD,paintball,not-in-family,adm-clerical,Single,2855.687705,1,0,5,5,0
XT4HRIF,Blanche Cabler,259,42,US,19555 Detroit Road,Rocky River,Ohio,OH,443522,dhaslewood9n@behance.net,212-277-9826,FEMALE,232-03-3866,4.11E+15,VISA,19-Nov,3703,PhD,sleeping,wife,armed-forces,Single,7269.338677,8,0,1,2,2
FBYFITT,Jennifer Lamarche,65,23,US,2020 Market St.,San Francisco,California,CA,441726,dhaslewood9n@behance.net,910-518-4100,FEMALE,423-33-0174,3.00E+13,Diners Club,20-Dec,9395,College,dancing,wife,sales,Single,7269.338677,8,0,1,2,2
I01O53Y,George Flanagan,254,46,US,1304 West University Avenue,Gainesville,Florida,FL,473412,dhaslewood9n@behance.net,305-144-1441,MALE,517-13-7814,3.70E+14,American Express,19-Jul,214,MD,basketball,husband,tech-support,Single,7269.338677,8,0,1,2,2
QA9D0DP,Matthew Davis,440,55,US,202 W. McMillen,Cincinnati,Ohio,OH,466201,rvonle@yahoo.com,202-842-0760,FEMALE,876-60-5684,5.50E+15,Master Card,19-May,8353,Associate,reading,other-relative,priv-house-serv,Married,9487.721906,2,0,9,1,0
P1UPDEB,Willie Andrew,478,63,US,1535 Broadway,New York,New York,NY,469621,rvonle@yahoo.com,850-531-1502,MALE,826-65-6808,6.01E+15,Discover,23-Apr,1703,High School,paintball,own-child,adm-clerical,Married,9487.721906,2,0,9,1,0
ZSSK3UP,Hannah Williams,230,44,US,138-11 20th Avenue,Whitestone,New York,NY,466676,rvonle@yahoo.com,941-934-9017,FEMALE,599-35-8708,3.70E+14,American Express,22-Sep,464,College,hiking,other-relative,prof-specialty,Married,9487.721906,2,0,9,1,0
9LZ1NGP,Bruce Pishko,138,30,US,175 N Fairview Ave,Goleta,California,CA,615346,wleathley24@census.gov,770-227-0863,FEMALE,538-40-0910,3.00E+13,Diners Club,18-Nov,8764,PhD,reading,wife,other-service,Single,5096.673223,3,1,1,7,0
3Q4TMLM,Lois Dombeck,239,41,US,11400 NE 124th ST,Kirkland,Washington,WA,440106,wleathley24@census.gov,937-916-8498,FEMALE,353-49-8139,3.09E+15,JCB,18-Jul,34,JD,paintball,other-relative,farming-fishing,Single,5096.673223,3,1,1,7,0
EX4TPBR,William Greenberg,93,31,US,2000 W Dimond Blvd,Anchorage,Alaska,AK,450332,wleathley24@census.gov,951-280-7692,FEMALE,778-90-0844,3.70E+14,American Express,20-Nov,5622,MD,paintball,husband,prof-specialty,Single,5096.673223,3,1,1,7,0
65V5E93,Cleo Harris,37,25,US,110 Oakwood Drive,Winston-Salem,North Carolina,NC,615226,dwalcher6j@w3.org,508-461-1277,FEMALE,356-79-4283,4.11E+15,VISA,22-May,7588,Masters,golf,not-in-family,protective-serv,Married,6425.709981,1,2,3,6,0
FCWFBLT,Benjamin Lesher,254,40,US,1621 Big Oak Road,Yardley,Pennsylvania,PA,437688,dwalcher6j@w3.org,214-981-2587,MALE,654-27-3656,4.11E+15,VISA,22-Jun,9361,MD,yachting,husband,prof-specialty,Married,6425.709981,1,2,3,6,0
DW0WU05,Althea Wood,131,29,US,1601 S. University Drive,Fargo,North Dakota,ND,437387,bstrippelm7@tuttocitta.it,917-916-2165,FEMALE,316-97-0386,3.70E+14,American Express,19-Nov,5626,Associate,paintball,own-child,sales,Married,4665.245047,3,1,9,3,1
VOKKQPQ,Rosemary Thurman,230,43,US,10925 N. Military Trail,Palm Beach,Florida,FL,458139,kpeadet@mit.edu,202-248-3670,MALE,288-71-1559,4.11E+15,VISA,18-Jul,2793,MD,board-games,wife,prof-specialty,Single,11681.37428,2,0,9,7,0
2D93NIJ,Stanley Grimm,313,50,US,2203 So. 45th Street,Rogers,Arkansas,AR,443191,kpeadet@mit.edu,907-344-5668,MALE,879-11-8597,3.70E+14,American Express,20-Aug,6551,MD,polo,unmarried,armed-forces,Single,11681.37428,2,0,9,7,0
AAHQGBG,James Cilek,210,38,US,201 World Way,Los Angeles,California,CA,613647,kpeadet@mit.edu,202-284-1281,MALE,516-92-8815,3.70E+14,American Express,18-Oct,5296,JD,golf,other-relative,tech-support,Single,11681.37428,2,0,9,7,0
CFW4WPD,Randall Snowden,101,29,US,19511 I-45,Spring,Texas,TX,460820,ccleminsonh4@slideshare.net,916-444-0579,MALE,141-30-9269,3.09E+15,JCB,23-Jun,5236,PhD,dancing,own-child,armed-forces,Married,5126.038871,4,0,6,6,0
FW2NZ3R,Andrea Wilson,153,37,US,102 FM 544,Murphy,Texas,TX,431121,ccleminsonh4@slideshare.net,402-282-7249,MALE,586-07-2423,3.09E+15,JCB,21-Apr,6360,High School,basketball,unmarried,transport-moving,Married,5126.038871,4,0,6,6,0
OOY3D8A,Lisa Knightly,337,53,US,1911 Boston Post Road,Milford,Connecticut,CT,619735,ccleminsonh4@slideshare.net,323-211-1664,MALE,362-14-3209,5.50E+15,Master Card,23-Jun,7028,Associate,basketball,wife,armed-forces,Married,5126.038871,4,0,6,6,0
RO7LRB8,Lisa Keller,360,51,US,1400 Kempsville Rd.,Chesapeake,Virginia,VA,470485,rfedynskioq@imgur.com,318-710-5442,MALE,284-17-0432,3.09E+15,JCB,20-Jul,4901,Masters,chess,not-in-family,handlers-cleaners,Single,22056.00496,2,3,7,1,2
EQRNAQY,Erin Neale,428,53,US,140 Woodstock Square Ave,Woodstock,Georgia,GA,620473,rfedynskioq@imgur.com,919-703-4228,FEMALE,329-64-4927,6.01E+15,Discover,19-Apr,834,High School,camping,unmarried,tech-support,Single,22056.00496,2,3,7,1,2
GIYE088,Anita Ramirez,204,40,US,"154 Turnpike Road, Rte 9",Southborough,Massachusetts,MA,449800,rfedynskioq@imgur.com,734-103-3370,FEMALE,596-87-7974,4.11E+15,VISA,23-Oct,7651,JD,hiking,not-in-family,sales,Single,22056.00496,2,3,7,1,2
AWUGBOA,John Arkell,364,51,US,2250  Monument Blvd,Concord,California,CA,602402,hhallward1a@vimeo.com,954-428-4007,MALE,142-59-4399,3.09E+15,JCB,19-Oct,8379,Masters,board-games,wife,transport-moving,Single,3122.984111,1,0,0,8,0
V9JDDJ6,Margaret Robin,185,35,US,1300 Prospect Ave.,Helena,Montana,MT,452456,sstair8f@yellowbook.com,253-306-2215,MALE,849-86-5647,4.11E+15,VISA,21-Sep,2816,College,sleeping,own-child,other-service,Married,16985.49688,7,2,8,3,0
MB3DLQR,Alice Kollross,63,26,US,2100 Roswell Rd.,Marietta,Georgia,GA,439269,ehewkin8b@pinterest.com,206-798-1375,MALE,182-80-3456,6.01E+15,Discover,19-Apr,1700,PhD,polo,own-child,craft-repair,Married,5424.256733,8,0,5,3,0
96UDUGP,Polly Carroll,210,35,US,1166 Avenue of the Americas,New York,New York,NY,617774,ehewkin8b@pinterest.com,315-740-9767,FEMALE,566-35-4468,6.01E+15,Discover,22-Nov,6027,College,yachting,not-in-family,exec-managerial,Married,5424.256733,8,0,5,3,0
YAJH3TI,Kimberly White,194,38,US,12602 N Paradise Village Pkwy,Phoenix,Arizona,AZ,477678,ehewkin8b@pinterest.com,808-976-1894,FEMALE,788-59-0419,3.70E+14,American Express,23-Aug,4236,PhD,movies,not-in-family,craft-repair,Married,5424.256733,8,0,5,3,0
NJ1L6B8,Nicholas Skinner,294,49,US,12701 FM 1960 Rd W,Houston,Texas,TX,444913,kkuhnh9@tamu.edu,713-463-7733,MALE,295-29-1538,6.01E+15,Discover,23-Dec,4448,Masters,bungie-jumping,own-child,farming-fishing,Single,5970.995737,5,0,9,6,5
D7C2SUR,Elizabeth Harris,272,41,US,208 LAKEWOOD CENTER MALL,Lakewood,California,CA,456602,kkuhnh9@tamu.edu,808-665-3825,MALE,690-41-9537,3.09E+15,JCB,20-Aug,3133,MD,chess,wife,protective-serv,Single,5970.995737,5,0,9,6,5
1AC7AT1,Collette Campbell,27,27,US,102 First Avenue,Seattle,Washington,WA,451560,kkuhnh9@tamu.edu,408-632-6035,FEMALE,880-12-0279,3.00E+13,Diners Club,23-Mar,6565,College,dancing,own-child,adm-clerical,Single,5970.995737,5,0,9,6,5
YBCIFXF,Maggie Davis,251,39,US,1 Airport Rd,Manchester,New Hampshire,NH,453407,ehopfern1@nasa.gov,213-558-9555,FEMALE,495-97-7382,5.50E+15,Master Card,21-Jul,6120,Associate,hiking,not-in-family,other-service,Single,3449.494119,1,0,6,0,0
K1C6Z0Y,Robert Brown,180,33,US,2200 Maple Avenue,Rapid City,South Dakota,SD,618655,ehopfern1@nasa.gov,407-965-5338,FEMALE,401-93-8114,3.70E+14,American Express,21-Dec,918,JD,hiking,own-child,protective-serv,Single,3449.494119,1,0,6,0,0
OE8H1VQ,Edna Hudson,392,50,US,1900 Aloma Ave,Winter Park,Florida,FL,612550,ehopfern1@nasa.gov,502-285-4673,FEMALE,636-13-4300,6.01E+15,Discover,21-Mar,6890,PhD,exercise,not-in-family,exec-managerial,Single,3449.494119,1,0,6,0,0
V7KZ5B0,Kelly Ellis,143,30,US,16275 N. Scottsdale Rd.,Scottsdale,Arizona,AZ,466718,cburcher1o@tuttocitta.it,402-349-7896,FEMALE,738-38-8779,3.70E+14,American Express,22-Sep,1603,High School,dancing,unmarried,exec-managerial,Divorced,4170.572119,1,0,1,4,0
R47PJUZ,James Warncke,371,54,US,2205 Longmire,College Station,Texas,TX,617947,tveneur63@flickr.com,618-224-3648,MALE,153-65-6599,3.09E+15,JCB,18-Jun,5622,High School,movies,wife,craft-repair,Married,7735.465528,3,1,9,4,0
ZGH24H5,Bridget Smith,292,42,US,1817 E. Southeast Loop 323,Tyler,Texas,TX,606238,tveneur63@flickr.com,209-726-1165,MALE,800-92-2916,6.01E+15,Discover,21-Jul,1398,JD,camping,other-relative,machine-op-inspct,Married,7735.465528,3,1,9,4,0
FSFQY9B,Gary Rogers,165,35,US,"1735 N Lynn St, Ste 020",Arlington,Virginia,VA,463842,bconsadinenu@blogtalkradio.com,832-668-8876,MALE,848-92-4836,3.70E+14,American Express,22-Dec,6498,College,camping,own-child,craft-repair,Married,4775.475851,1,0,3,8,0
5RF4FWF,Donnell Hendricks,158,33,US,1711 North Victory Place,Burbank,California,CA,610354,bconsadinenu@blogtalkradio.com,786-657-5864,MALE,358-73-4528,3.00E+13,Diners Club,23-Dec,4953,JD,movies,unmarried,prof-specialty,Married,4775.475851,1,0,3,8,0
HFKPAQZ,Taylor Needham,241,39,US,12840 West Forest Hills Blvd,Wellington,Florida,FL,461328,bconsadinenu@blogtalkradio.com,303-899-5524,FEMALE,764-03-3864,6.01E+15,Discover,20-Apr,9849,JD,paintball,own-child,adm-clerical,Married,4775.475851,1,0,3,8,0
E8N2MFA,Guillermo Mattie,103,33,US,1 Penn Plaza Concourse Level,New York,New York,NY,458727,bspofforthjs@cyberchimps.com,810-744-9247,FEMALE,872-40-4214,3.70E+14,American Express,21-Sep,5933,Masters,paintball,wife,other-service,Divorced,5574.618901,3,3,2,2,0
MRXFQT4,William Russell,402,54,US,2021 Collier Pkwy,Land O' Lakes,Florida,FL,452587,rtameo8@netlog.com,859-177-2175,MALE,672-43-5842,6.01E+15,Discover,19-May,4042,JD,board-games,not-in-family,farming-fishing,Married,6900.951275,7,0,1,9,0
H1CT8JV,Daniel Marion,102,32,US,180 County Road,Barrington,Rhode Island,Rhode,433184,rtameo8@netlog.com,303-808-7391,MALE,802-85-5938,3.00E+13,Diners Club,18-Jun,6780,JD,chess,wife,tech-support,Married,6900.951275,7,0,1,9,0
W06VNMG,Louis Dusek,182,40,US,11 Sloan Street,South Orange,New Jersey,NJ,451280,gmcreynolded@rediff.com,772-620-1340,MALE,305-56-8496,3.70E+14,American Express,19-Nov,8081,PhD,skydiving,husband,other-service,Married,5479.854218,3,0,0,7,0
WFS0F7I,Lois Bump,282,46,US,1670 Broadway,Denver,Colorado,CO,603269,gmcreynolded@rediff.com,210-189-5864,MALE,730-57-4435,6.01E+15,Discover,20-Oct,1621,MD,dancing,wife,other-service,Married,5479.854218,3,0,0,7,0
IILN385,Gay Cooper,222,39,US,12909 NE 99,Salmon Creek,Washington,WA,442632,hjaskowicz8w@usa.gov,808-310-2452,MALE,317-42-6092,6.01E+15,Discover,18-Jun,3876,High School,board-games,not-in-family,transport-moving,Divorced,5205.751205,9,0,7,3,0
CQU4S7B,Corey Hartzell,415,52,US,2051 Gattis School Road,Round Rock,Texas,TX,447300,hjaskowicz8w@usa.gov,701-791-4089,MALE,758-10-1681,6.01E+15,Discover,21-Mar,2005,PhD,polo,not-in-family,machine-op-inspct,Divorced,5205.751205,9,0,7,3,0
VDJGEA9,Annie Brandon,51,34,US,1620 North Main Street,Logan,Utah,UT,441783,hjaskowicz8w@usa.gov,212-647-8394,MALE,322-01-9285,3.70E+14,American Express,18-Dec,4723,PhD,camping,unmarried,machine-op-inspct,Divorced,5205.751205,9,0,7,3,0
RMAZI6I,Domingo Major,255,45,US,14900 Manchester Road,Ballwin,Missouri,MO,468702,lshipperbottom7k@is.gd,719-611-4302,MALE,586-05-8506,3.09E+15,JCB,23-Sep,7433,High School,base-jumping,own-child,sales,Married,5659.139938,9,0,8,3,1
JZ423OB,William Stancil,143,31,US,1057 A MacArthur Blvd,San Leandro,California,CA,467942,lshipperbottom7k@is.gd,254-365-0628,MALE,291-48-5651,3.09E+15,JCB,21-Jul,9502,Associate,movies,husband,protective-serv,Married,5659.139938,9,0,8,3,1
MPSCKX7,David Well,130,28,US,15970 Los Serranos Ctry Club Drive,Chino Hills,California,CA,463678,lshipperbottom7k@is.gd,512-872-3097,FEMALE,297-81-4188,3.00E+13,Diners Club,20-Mar,3993,JD,movies,other-relative,farming-fishing,Married,5659.139938,9,0,8,3,1
SZ6YMAC,Judy Buzis,242,41,US,1745 Madison Avenue,Council Bluffs,Iowa,IA,615220,hdimeloe4d@barnesandnoble.com,319-305-5515,MALE,865-56-1679,3.00E+13,Diners Club,21-Mar,7073,Masters,polo,unmarried,protective-serv,Married,7868.165983,2,1,4,8,0
4PQ2TYC,Lindsay Mcfall,96,27,US,2241 North Maize Road,Wichita,Kansas,KS,432711,hdimeloe4d@barnesandnoble.com,603-782-3827,FEMALE,689-87-2060,4.11E+15,VISA,23-Sep,4873,High School,exercise,wife,priv-house-serv,Married,7868.165983,2,1,4,8,0
ZE320KP,Tim Morgan,180,35,US,110  West Lincoln Avenue,Anaheim,California,CA,463583,hdimeloe4d@barnesandnoble.com,716-106-8392,MALE,451-81-7603,3.70E+14,American Express,22-Mar,5626,MD,yachting,wife,machine-op-inspct,Married,7868.165983,2,1,4,8,0
XIJK4NJ,Susan Edwards,150,30,US,201 E Jefferson Ave,Englewood,Colorado,CO,439502,fmoniker60@arizona.edu,513-693-6409,MALE,105-99-6192,3.09E+15,JCB,18-May,944,College,yachting,own-child,sales,Married,7439.978924,5,0,3,3,0
08WELK7,Charlie Burnett,463,59,US,101 W. Main Street,Alhambra,California,CA,613287,fmoniker60@arizona.edu,719-537-4666,FEMALE,582-53-9446,3.09E+15,JCB,19-May,7932,JD,yachting,not-in-family,exec-managerial,Married,7439.978924,5,0,3,3,0
A0PW92V,Mark Shook,472,64,US,1150 South Federal Hwy,Ft. Lauderdale,Florida,FL,620104,fmoniker60@arizona.edu,540-968-0367,MALE,423-13-0068,3.70E+14,American Express,23-Jun,4439,Masters,skydiving,not-in-family,other-service,Married,7439.978924,5,0,3,3,0
XKOUAYC,Anthony Davy,75,25,US,100 South Hampton,Clarksville,Tennessee,TN,446895,sbaintongo@globo.com,561-697-4016,FEMALE,388-12-6491,3.09E+15,JCB,21-Nov,24,Associate,hiking,husband,priv-house-serv,Married,2520.818611,1,0,3,4,0
I5J72SC,Jessie Heffron,193,40,US,1050 N. Rte 83,Mundelein,Illinois,IL,431531,sbaintongo@globo.com,623-703-4018,FEMALE,864-10-3087,4.11E+15,VISA,21-Sep,4126,College,chess,husband,handlers-cleaners,Married,2520.818611,1,0,3,4,0
VZ0MHPA,Hazel Griffith,43,43,US,2104 Airport Freeway,Bedford,Texas,TX,605408,sbaintongo@globo.com,573-634-8194,FEMALE,803-06-0911,6.01E+15,Discover,22-Aug,7117,Associate,yachting,not-in-family,armed-forces,Married,2520.818611,1,0,3,4,0
DZNMB6F,Mary Arteaga,253,41,US,1507C W Bay Area Blvd,Webster,Texas,TX,457551,lwiersmaog@buzzfeed.com,408-617-6890,FEMALE,531-39-8974,6.01E+15,Discover,21-Mar,8917,College,bungie-jumping,not-in-family,machine-op-inspct,Married,7804.597655,8,1,2,5,4
LK2MIFM,Frances Black,152,30,US,1 North Main Street,Yardley,Pennsylvania,PA,619892,lwiersmaog@buzzfeed.com,202-972-0057,FEMALE,152-80-8054,3.70E+14,American Express,22-Aug,2218,JD,polo,wife,craft-repair,Married,7804.597655,8,1,2,5,4
BR3T0ZR,Erik Maldonado,160,38,US,1907 Gallatin Pike North,Madison,Tennessee,TN,445853,jmenicomboa@oracle.com,202-729-0091,MALE,634-48-9446,6.01E+15,Discover,18-Nov,7766,High School,sleeping,wife,sales,Married,2837.109178,1,0,6,0,0
CTMHT4O,Raymond Wood,56,36,US,199 E Cocoa Beach Causeway,Cocoa Beach,Florida,FL,475483,jmenicomboa@oracle.com,704-723-6506,MALE,452-62-8589,4.11E+15,VISA,18-Nov,5386,JD,exercise,own-child,farming-fishing,Married,2837.109178,1,0,6,0,0
10IWO00,Betty Thomas,286,41,US,1419 S. Broadway Street,Santa Maria,California,CA,606290,jmenicomboa@oracle.com,903-165-5313,FEMALE,530-28-2470,3.09E+15,JCB,23-Mar,9359,College,golf,other-relative,prof-specialty,Married,2837.109178,1,0,6,0,0
X35NM91,Robert Siler,3,29,US,20 N. SUMMERLIN AVE,Orlando,Florida,FL,611852,jleborgnex@sphinn.com,214-979-7698,FEMALE,482-87-5273,3.70E+14,American Express,19-Jul,6744,JD,chess,unmarried,priv-house-serv,Married,4855.773614,3,0,0,2,0
Z2LTWG4,Sophia Heuser,286,41,US,1939 S Val Vista Dr,Mesa,Arizona,AZ,444734,jleborgnex@sphinn.com,806-243-0767,FEMALE,397-26-9890,4.11E+15,VISA,19-Sep,3857,High School,camping,other-relative,sales,Married,4855.773614,3,0,0,2,0
5DO5HYS,Delores Ouellette,239,38,US,1416 Platte River,Denver,Colorado,CO,433683,jleborgnex@sphinn.com,281-359-6996,FEMALE,575-25-6863,3.70E+14,American Express,23-Nov,9099,Masters,bungie-jumping,other-relative,handlers-cleaners,Married,4855.773614,3,0,0,2,0
XH65O6Y,Gary Martin,64,29,US,101 N Tyron St,Charlotte,North Carolina,NC,448882,lpretsel8@ftc.gov,913-351-1080,MALE,237-06-5928,4.11E+15,VISA,18-Jun,6730,High School,cross-fit,other-relative,exec-managerial,Single,2530.810167,1,1,4,4,0
P1OS6X9,Allan Diaz,98,31,US,1569 North Decatur Road,Atlanta,Georgia,GA,466838,lpretsel8@ftc.gov,323-375-0790,MALE,860-92-0501,6.01E+15,Discover,21-Oct,8853,Masters,bungie-jumping,wife,machine-op-inspct,Single,2530.810167,1,1,4,4,0
ZEK81RO,Stephen Honkanen,16,35,US,1002 Dixieland Rd,Harlingen,Texas,TX,605490,lpretsel8@ftc.gov,612-256-1393,MALE,628-23-7014,6.01E+15,Discover,18-Jun,5423,JD,chess,own-child,sales,Single,2530.810167,1,1,4,4,0
IN243ZE,Corrie Watson,70,27,US,126 Broadway,Hillsdale,New Jersey,NJ,466137,ckleingrubdv@vimeo.com,601-192-3813,FEMALE,514-48-6124,3.70E+14,American Express,19-Aug,4481,Masters,video-games,own-child,adm-clerical,Single,7292.397562,2,1,2,9,0
CGUSOCT,Justin Langley,75,27,US,1750 Divisadero Street,San Francisco,California,CA,466970,ckleingrubdv@vimeo.com,806-350-1787,MALE,682-34-1252,4.11E+15,VISA,21-May,8075,JD,movies,other-relative,armed-forces,Single,7292.397562,2,1,2,9,0
3DO7RCI,Mattie Kilpatrick,246,44,US,15175 Whittier Blvd.,Whittier,California,CA,474801,bheinricinp@liveinternet.ru,805-622-4620,MALE,789-62-0613,4.11E+15,VISA,19-Mar,1621,High School,reading,not-in-family,machine-op-inspct,Divorced,2378.667328,1,0,3,2,0
M92G7PD,Nathaniel Mayer,110,27,US,22435 Ventura Blvd,Woodland Hills,California,CA,450703,bheinricinp@liveinternet.ru,503-409-3665,FEMALE,412-27-1908,3.09E+15,JCB,19-Mar,214,Associate,golf,own-child,priv-house-serv,Divorced,2378.667328,1,0,3,2,0
5O9KAHK,Charles Winchell,236,39,US,140 W Gage,Richland,Washington,WA,478172,ccasassa6p@paginegialle.it,434-225-6789,FEMALE,332-24-7377,4.11E+15,VISA,18-May,1589,Masters,reading,wife,exec-managerial,Single,5391.078171,1,0,5,6,0
1OA4RHM,Michelle Woolem,267,46,US,111 Hwy 290 West,Brenham,Texas,TX,604668,ccasassa6p@paginegialle.it,210-190-5475,FEMALE,101-64-8915,3.70E+14,American Express,22-Oct,2241,MD,polo,wife,adm-clerical,Single,5391.078171,1,0,5,6,0
H9770CI,Enedina Delaney,463,57,US,10001 W. Bell Road,Sun City,Arizona,AZ,469429,ccasassa6p@paginegialle.it,714-300-1299,MALE,153-07-1430,3.09E+15,JCB,22-Aug,7588,Masters,dancing,wife,priv-house-serv,Single,5391.078171,1,0,5,6,0
C3BVLVC,Virginia Phillips,303,46,US,1116 Robbins Rd,Grand Haven,Michigan,MI,471806,sgiorgiettoko@uol.com.br,703-326-8978,MALE,400-04-5776,3.00E+13,Diners Club,22-Oct,8129,Masters,kayaking,husband,machine-op-inspct,Married,2670.63599,1,3,8,5,0
1RZPBD0,Lindsay Paddick,137,30,US,17272 Saticoy Street,Van Nuys,California,CA,475705,sgiorgiettoko@uol.com.br,612-846-8892,MALE,338-30-7728,3.09E+15,JCB,21-Oct,1663,MD,kayaking,unmarried,exec-managerial,Married,2670.63599,1,3,8,5,0
